id_material,mes_anio,demanda_mensual,reposicion_mensual,stock_actual_fin_mes,stock_minimo,costo_unitario
1007,2021-04,153,106,761,45,51.90
1007,2021-05,0,47,761,45,51.90
1007,2021-06,210,187,761,45,51.90
1007,2021-07,104,227,761,45,51.90
1007,2021-08,249,102,761,45,51.90
1007,2021-09,138,209,761,45,51.90
1007,2021-10,163,92,761,45,51.90
1007,2021-11,191,249,761,45,51.90
1007,2021-12,147,151,761,45,51.90
1007,2022-01,142,178,761,45,51.90
1007,2022-02,206,234,761,45,51.90
1007,2022-03,205,79,761,45,51.90
1007,2022-04,47,47,761,45,51.90
1007,2022-05,0,48,761,45,51.90
1007,2022-06,106,108,761,45,51.90
1007,2022-07,192,174,761,45,51.90
1007,2022-08,268,291,761,45,51.90
1007,2022-09,236,206,761,45,51.90
1007,2022-10,93,101,761,45,51.90
1007,2022-11,157,223,761,45,51.90
1007,2022-12,132,156,761,45,51.90
1007,2023-01,235,213,761,45,51.90
1007,2023-02,93,52,761,45,51.90
1007,2023-03,236,418,761,45,51.90
1007,2023-04,108,57,761,45,51.90
1007,2023-05,168,194,761,45,51.90
1007,2023-06,217,47,761,45,51.90
1007,2023-07,96,184,761,45,51.90
1007,2023-08,225,181,761,45,51.90
1007,2023-09,207,150,761,45,51.90
1007,2023-10,270,268,761,45,51.90
1007,2023-11,83,87,761,45,51.90
1007,2023-12,228,234,761,45,51.90
1007,2024-01,162,120,761,45,51.90
1007,2024-02,0,54,761,45,51.90
1007,2024-03,147,93,761,45,51.90
1007,2024-04,146,146,761,45,51.90
1007,2024-05,74,105,761,45,51.90
1007,2024-06,72,41,761,45,51.90
1007,2024-07,46,46,761,45,51.90
1007,2024-08,105,105,761,45,51.90
1007,2024-09,74,159,761,45,51.90
1007,2024-10,102,162,761,45,51.90
1007,2024-11,235,401,761,45,51.90
1007,2024-12,215,151,761,45,51.90
1007,2025-01,160,51,761,45,51.90
1007,2025-02,241,176,761,45,51.90
1007,2025-03,196,148,761,45,51.90
1007,2025-04,74,49,761,45,51.90
1007,2025-05,129,175,761,45,51.90
1007,2025-06,137,91,761,45,51.90
1007,2025-07,152,197,761,45,51.90
1007,2025-08,129,84,761,45,51.90
1007,2025-09,136,238,761,45,51.90
1007,2025-10,102,0,756,45,51.90
1008,2018-01,140,122,516,33,16.28
1008,2018-02,131,155,516,33,16.28
1008,2018-03,181,145,516,33,16.28
1008,2018-04,118,193,516,33,16.28
1008,2018-05,187,96,516,33,16.28
1008,2018-06,154,269,516,33,16.28
1008,2018-07,266,137,516,33,16.28
1008,2018-08,96,140,516,33,16.28
1008,2018-09,73,45,516,33,16.28
1008,2018-10,78,48,516,33,16.28
1008,2018-11,179,179,516,33,16.28
1008,2018-12,86,136,516,33,16.28
1008,2019-01,167,156,516,33,16.28
1008,2019-02,143,115,516,33,16.28
1008,2019-03,124,113,516,33,16.28
1008,2019-05,235,306,516,33,16.28
1008,2019-06,117,46,516,33,16.28
1008,2019-07,104,104,516,33,16.28
1008,2019-08,42,42,516,33,16.28
1008,2019-09,101,101,516,33,16.28
1008,2019-10,109,109,516,33,16.28
1008,2019-11,93,93,516,33,16.28
1008,2020-01,157,200,516,33,16.28
1008,2020-02,99,56,516,33,16.28
1008,2020-03,49,106,516,33,16.28
1008,2020-04,157,147,516,33,16.28
1008,2020-05,146,189,516,33,16.28
1008,2020-06,171,100,516,33,16.28
1008,2020-07,164,178,516,33,16.28
1008,2020-08,89,137,516,33,16.28
1008,2020-09,151,248,516,33,16.28
1008,2020-10,264,93,516,33,16.28
1008,2020-11,182,275,516,33,16.28
1008,2020-12,195,95,516,33,16.28
1008,2021-01,73,113,516,33,16.28
1008,2021-02,176,147,516,33,16.28
1008,2021-03,79,250,516,33,16.28
1008,2021-04,155,203,516,33,16.28
1008,2021-05,154,62,516,33,16.28
1008,2021-06,186,151,516,33,16.28
1008,2021-07,103,0,496,33,16.28
1008,2021-08,81,215,516,33,16.28
1008,2021-09,134,0,496,33,16.28
1008,2021-10,174,174,516,33,16.28
1008,2021-11,82,101,516,33,16.28
1008,2021-12,120,215,516,33,16.28
1008,2022-01,252,169,516,33,16.28
1008,2022-02,206,207,516,33,16.28
1008,2022-03,32,0,496,33,16.28
1008,2022-04,125,223,516,33,16.28
1008,2022-05,232,138,516,33,16.28
1008,2022-06,107,194,516,33,16.28
1008,2022-07,145,54,516,33,16.28
1008,2022-08,171,187,516,33,16.28
1008,2022-09,79,143,516,33,16.28
1008,2022-10,172,185,516,33,16.28
1008,2022-11,163,207,516,33,16.28
1008,2022-12,166,217,516,33,16.28
1008,2023-01,180,56,516,33,16.28
1008,2023-02,127,109,516,33,16.28
1008,2023-03,150,155,516,33,16.28
1008,2023-04,176,170,516,33,16.28
1008,2023-05,158,202,516,33,16.28
1008,2023-06,127,149,516,33,16.28
1008,2023-07,169,136,516,33,16.28
1008,2023-08,215,193,516,33,16.28
1008,2023-09,104,48,516,33,16.28
1008,2023-10,61,91,516,33,16.28
1008,2023-11,217,213,516,33,16.28
1008,2023-12,131,159,516,33,16.28
1008,2024-01,187,142,516,33,16.28
1008,2024-02,189,184,516,33,16.28
1008,2024-03,197,207,516,33,16.28
1008,2024-04,130,203,516,33,16.28
1008,2024-05,194,137,516,33,16.28
1008,2024-06,114,261,516,33,16.28
1008,2024-07,287,144,516,33,16.28
1008,2024-08,159,158,516,33,16.28
1008,2024-09,173,140,516,33,16.28
1008,2024-10,50,50,516,33,16.28
1008,2024-11,89,89,516,33,16.28
1008,2024-12,131,131,516,33,16.28
1008,2025-01,34,42,516,33,16.28
1008,2025-02,27,47,516,33,16.28
1008,2025-03,126,98,516,33,16.28
1008,2025-04,107,107,516,33,16.28
1008,2025-05,66,262,516,33,16.28
1008,2025-06,163,98,516,33,16.28
1008,2025-07,235,104,516,33,16.28
1008,2025-08,112,164,516,33,16.28
1008,2025-09,184,275,516,33,16.28
1008,2025-10,188,45,516,33,16.28
1009,2018-01,161,47,667,18,14.82
1009,2018-02,65,104,667,18,14.82
1009,2018-03,185,146,667,18,14.82
1009,2018-04,78,171,667,18,14.82
1009,2018-05,196,103,667,18,14.82
1009,2018-06,177,202,667,18,14.82
1009,2018-07,108,83,667,18,14.82
1009,2018-08,124,157,667,18,14.82
1009,2018-09,103,70,667,18,14.82
1009,2018-10,145,262,667,18,14.82
1009,2018-11,216,118,667,18,14.82
1009,2018-12,126,107,667,18,14.82
1009,2019-01,123,207,667,18,14.82
1009,2019-02,279,197,667,18,14.82
1009,2019-03,54,52,667,18,14.82
1009,2019-04,85,85,667,18,14.82
1009,2019-05,93,160,667,18,14.82
1009,2019-06,185,157,667,18,14.82
1009,2019-07,91,52,667,18,14.82
1009,2019-08,116,157,667,18,14.82
1009,2019-09,178,190,667,18,14.82
1009,2019-10,168,163,667,18,14.82
1009,2019-11,220,200,667,18,14.82
1009,2019-12,112,94,667,18,14.82
1009,2020-01,10,0,661,18,14.82
1009,2020-02,42,111,667,18,14.82
1009,2020-03,213,237,667,18,14.82
1009,2020-04,177,144,667,18,14.82
1009,2020-05,143,168,667,18,14.82
1009,2020-06,85,0,661,18,14.82
1009,2020-07,289,320,667,18,14.82
1009,2020-08,116,85,667,18,14.82
1009,2020-09,96,96,667,18,14.82
1009,2020-10,161,161,667,18,14.82
1009,2020-11,116,186,667,18,14.82
1009,2020-12,127,57,667,18,14.82
1009,2021-01,129,164,667,18,14.82
1009,2021-02,96,119,667,18,14.82
1009,2021-03,76,55,667,18,14.82
1009,2021-04,120,83,667,18,14.82
1009,2021-05,50,50,667,18,14.82
1009,2021-06,115,176,667,18,14.82
1009,2021-07,195,148,667,18,14.82
1009,2021-08,183,169,667,18,14.82
1009,2021-09,196,243,667,18,14.82
1009,2021-10,146,99,667,18,14.82
1009,2021-11,47,47,667,18,14.82
1009,2021-12,241,250,667,18,14.82
1009,2022-01,100,137,667,18,14.82
1009,2022-02,131,98,667,18,14.82
1009,2022-03,123,192,667,18,14.82
1009,2022-04,248,205,667,18,14.82
1009,2022-05,90,51,667,18,14.82
1009,2022-06,108,144,667,18,14.82
1009,2022-07,132,96,667,18,14.82
1009,2022-08,92,193,667,18,14.82
1009,2022-09,132,256,667,18,14.82
1009,2022-10,248,92,667,18,14.82
1009,2022-11,122,97,667,18,14.82
1009,2022-12,197,261,667,18,14.82
1009,2023-01,194,86,667,18,14.82
1009,2023-02,94,164,667,18,14.82
1009,2023-03,141,116,667,18,14.82
1009,2023-04,124,152,667,18,14.82
1009,2023-05,112,39,667,18,14.82
1009,2023-06,58,249,667,18,14.82
1009,2023-07,89,100,667,18,14.82
1009,2023-08,214,202,667,18,14.82
1009,2023-09,290,126,667,18,14.82
1009,2023-10,79,100,667,18,14.82
1009,2023-11,102,121,667,18,14.82
1009,2023-12,132,194,667,18,14.82
1009,2024-01,254,139,667,18,14.82
1009,2024-02,13,0,661,18,14.82
1009,2024-03,163,196,667,18,14.82
1009,2024-04,139,255,667,18,14.82
1009,2024-05,249,210,667,18,14.82
1009,2024-06,196,102,667,18,14.82
1009,2024-07,228,336,667,18,14.82
1009,2024-08,195,144,667,18,14.82
1009,2024-09,263,190,667,18,14.82
1009,2024-10,112,155,667,18,14.82
1009,2024-11,227,249,667,18,14.82
1009,2024-12,104,48,667,18,14.82
1009,2025-01,176,167,667,18,14.82
1009,2025-02,0,46,667,18,14.82
1009,2025-03,186,296,667,18,14.82
1009,2025-04,198,42,667,18,14.82
1009,2025-05,119,143,667,18,14.82
1009,2025-06,139,155,667,18,14.82
1009,2025-07,110,229,667,18,14.82
1009,2025-08,200,51,667,18,14.82
1009,2025-09,25,46,667,18,14.82
1009,2025-10,91,60,667,18,14.82
1010,2018-01,174,93,527,49,124.40
1010,2018-02,63,96,527,49,124.40
1010,2018-03,91,193,527,49,124.40
1010,2018-04,192,0,507,49,124.40
1010,2018-05,57,51,527,49,124.40
1010,2018-06,128,146,527,49,124.40
1010,2018-07,126,211,527,49,124.40
1010,2018-08,154,51,527,49,124.40
1010,2018-09,24,167,527,49,124.40
1010,2018-10,181,146,527,49,124.40
1010,2018-11,203,95,527,49,124.40
1010,2018-12,78,78,527,49,124.40
1010,2019-01,16,50,527,49,124.40
1010,2019-02,34,0,507,49,124.40
1010,2019-03,186,212,527,49,124.40
1010,2019-04,75,49,527,49,124.40
1010,2019-05,95,183,527,49,124.40
1010,2019-06,263,191,527,49,124.40
1010,2019-07,178,162,527,49,124.40
1010,2019-08,189,189,527,49,124.40
1010,2019-09,20,68,527,49,124.40
1010,2019-10,154,147,527,49,124.40
1010,2019-11,172,159,527,49,124.40
1010,2019-12,106,120,527,49,124.40
1010,2020-01,238,255,527,49,124.40
1010,2020-02,152,231,527,49,124.40
1010,2020-03,111,277,527,49,124.40
1010,2020-04,114,144,527,49,124.40
1010,2020-05,171,173,527,49,124.40
1010,2020-06,233,178,527,49,124.40
1010,2020-07,262,230,527,49,124.40
1010,2020-08,179,140,527,49,124.40
1010,2020-09,216,54,527,49,124.40
1010,2020-10,93,93,527,49,124.40
1010,2020-11,260,249,527,49,124.40
1010,2020-12,152,185,527,49,124.40
1010,2021-01,208,138,527,49,124.40
1010,2021-02,126,126,527,49,124.40
1010,2021-03,107,107,527,49,124.40
1010,2021-04,123,185,527,49,124.40
1010,2021-05,121,137,527,49,124.40
1010,2021-06,169,221,527,49,124.40
1010,2021-07,213,138,527,49,124.40
1010,2021-08,115,157,527,49,124.40
1010,2021-09,177,299,527,49,124.40
1010,2021-10,261,164,527,49,124.40
1010,2021-11,218,114,527,49,124.40
1010,2021-12,109,91,527,49,124.40
1010,2022-01,164,202,527,49,124.40
1010,2022-02,190,165,527,49,124.40
1010,2022-03,66,53,527,49,124.40
1010,2022-04,53,53,527,49,124.40
1010,2022-05,215,215,527,49,124.40
1010,2022-07,251,302,527,49,124.40
1010,2022-08,118,244,527,49,124.40
1010,2022-09,192,51,527,49,124.40
1010,2022-10,152,116,527,49,124.40
1010,2022-11,128,233,527,49,124.40
1010,2022-12,285,195,527,49,124.40
1010,2023-01,311,396,527,49,124.40
1010,2023-02,201,101,527,49,124.40
1010,2023-03,126,212,527,49,124.40
1010,2023-04,198,141,527,49,124.40
1010,2023-05,140,153,527,49,124.40
1010,2023-06,196,180,527,49,124.40
1010,2023-07,265,355,527,49,124.40
1010,2023-08,177,160,527,49,124.40
1010,2023-09,161,264,527,49,124.40
1010,2023-10,158,89,527,49,124.40
1010,2023-11,191,149,527,49,124.40
1010,2023-12,209,142,527,49,124.40
1010,2024-01,130,106,527,49,124.40
1010,2024-02,157,157,527,49,124.40
1010,2024-03,141,154,527,49,124.40
1010,2024-04,53,40,527,49,124.40
1010,2024-05,97,97,527,49,124.40
1010,2024-06,94,98,527,49,124.40
1010,2024-07,169,217,527,49,124.40
1010,2024-08,123,156,527,49,124.40
1010,2024-09,201,197,527,49,124.40
1010,2024-10,113,202,527,49,124.40
1010,2024-11,280,170,527,49,124.40
1010,2024-12,60,0,507,49,124.40
1010,2025-01,137,153,527,49,124.40
1010,2025-02,60,86,527,49,124.40
1010,2025-03,142,217,527,49,124.40
1010,2025-04,191,103,527,49,124.40
1010,2025-05,127,98,527,49,124.40
1010,2025-07,85,174,527,49,124.40
1010,2025-08,181,151,527,49,124.40
1010,2025-09,205,146,527,49,124.40
1010,2025-10,61,322,527,49,124.40
1011,2018-01,228,154,142,34,26.98
1011,2018-02,115,139,142,34,26.98
1011,2018-03,190,208,142,34,26.98
1011,2018-04,120,110,142,34,26.98
1011,2018-05,285,289,142,34,26.98
1011,2018-06,96,94,142,34,26.98
1011,2018-07,117,100,142,34,26.98
1011,2018-08,193,201,142,34,26.98
1011,2018-09,164,282,142,34,26.98
1011,2018-10,233,217,142,34,26.98
1011,2018-11,178,144,142,34,26.98
1011,2018-12,211,101,142,34,26.98
1011,2019-01,12,94,142,34,26.98
1011,2019-02,139,101,142,34,26.98
1011,2019-03,219,163,142,34,26.98
1011,2019-04,128,230,142,34,26.98
1011,2019-05,294,278,142,34,26.98
1011,2019-06,189,241,142,34,26.98
1011,2019-07,158,202,142,34,26.98
1011,2019-08,217,159,142,34,26.98
1011,2019-09,206,196,142,34,26.98
1011,2019-10,225,327,142,34,26.98
1011,2019-11,202,103,142,34,26.98
1011,2019-12,166,49,142,34,26.98
1011,2020-01,48,48,142,34,26.98
1011,2020-02,81,158,142,34,26.98
1011,2020-03,77,0,122,34,26.98
1011,2020-04,89,166,142,34,26.98
1011,2020-05,193,156,142,34,26.98
1011,2020-06,158,209,142,34,26.98
1011,2020-07,136,46,142,34,26.98
1011,2020-08,46,106,142,34,26.98
1011,2020-09,161,139,142,34,26.98
1011,2020-10,191,208,142,34,26.98
1011,2020-11,167,147,142,34,26.98
1011,2020-12,232,239,142,34,26.98
1011,2021-01,169,153,142,34,26.98
1011,2021-02,27,0,122,34,26.98
1011,2021-03,176,257,142,34,26.98
1011,2021-04,119,47,142,34,26.98
1011,2021-05,97,260,142,34,26.98
1011,2021-06,57,98,142,34,26.98
1011,2021-07,147,215,142,34,26.98
1011,2021-08,133,53,142,34,26.98
1011,2021-09,215,220,142,34,26.98
1011,2021-10,314,209,142,34,26.98
1011,2021-11,156,175,142,34,26.98
1011,2021-12,173,62,142,34,26.98
1011,2022-01,170,225,142,34,26.98
1011,2022-02,64,0,122,34,26.98
1011,2022-03,88,88,142,34,26.98
1011,2022-04,142,218,142,34,26.98
1011,2022-05,236,368,142,34,26.98
1011,2022-06,210,43,142,34,26.98
1011,2022-07,139,213,142,34,26.98
1011,2022-08,226,114,142,34,26.98
1011,2022-09,131,194,142,34,26.98
1011,2022-10,179,147,142,34,26.98
1011,2022-11,212,228,142,34,26.98
1011,2022-12,138,146,142,34,26.98
1011,2023-01,136,173,142,34,26.98
1011,2023-02,158,162,142,34,26.98
1011,2023-03,200,144,142,34,26.98
1011,2023-04,90,47,142,34,26.98
1011,2023-05,62,143,142,34,26.98
1011,2023-06,136,55,142,34,26.98
1011,2023-07,50,113,142,34,26.98
1011,2023-08,147,84,142,34,26.98
1011,2023-09,205,205,142,34,26.98
1011,2023-10,80,180,142,34,26.98
1011,2023-11,119,55,142,34,26.98
1011,2023-12,89,97,142,34,26.98
1011,2024-01,106,93,142,34,26.98
1011,2024-02,71,40,142,34,26.98
1011,2024-03,146,146,142,34,26.98
1011,2024-04,118,203,142,34,26.98
1011,2024-05,182,304,142,34,26.98
1011,2024-06,201,156,142,34,26.98
1011,2024-07,194,205,142,34,26.98
1011,2024-08,238,168,142,34,26.98
1011,2024-09,251,305,142,34,26.98
1011,2024-10,287,130,142,34,26.98
1011,2024-11,160,160,142,34,26.98
1011,2024-12,90,95,142,34,26.98
1011,2025-01,165,196,142,34,26.98
1011,2025-02,36,0,122,34,26.98
1011,2025-03,94,94,142,34,26.98
1011,2025-04,173,204,142,34,26.98
1011,2025-05,84,103,142,34,26.98
1011,2025-06,184,154,142,34,26.98
1011,2025-07,182,259,142,34,26.98
1011,2025-08,191,106,142,34,26.98
1011,2025-09,155,186,142,34,26.98
1011,2025-10,66,80,142,34,26.98
1012,2018-01,274,318,607,40,83.50
1012,2018-02,232,244,607,40,83.50
1012,2018-03,187,137,607,40,83.50
1012,2018-04,241,157,607,40,83.50
1012,2018-05,190,157,607,40,83.50
1012,2018-06,243,151,607,40,83.50
1012,2018-07,244,345,607,40,83.50
1012,2018-08,278,192,607,40,83.50
1012,2018-09,170,148,607,40,83.50
1012,2018-10,190,155,607,40,83.50
1012,2018-11,102,263,607,40,83.50
1012,2018-12,246,85,607,40,83.50
1012,2019-01,104,104,607,40,83.50
1012,2019-02,67,157,607,40,83.50
1012,2019-03,194,104,607,40,83.50
1012,2019-04,111,208,607,40,83.50
1012,2019-05,208,111,607,40,83.50
1012,2019-06,179,267,607,40,83.50
1012,2019-07,267,222,607,40,83.50
1012,2019-08,197,154,607,40,83.50
1012,2019-09,99,159,607,40,83.50
1012,2019-10,191,140,607,40,83.50
1012,2019-11,61,52,607,40,83.50
1012,2019-12,133,138,607,40,83.50
1012,2020-01,158,153,607,40,83.50
1012,2020-02,180,274,607,40,83.50
1012,2020-03,274,289,607,40,83.50
1012,2020-04,109,0,583,40,83.50
1012,2020-05,18,106,607,40,83.50
1012,2020-06,195,198,607,40,83.50
1012,2020-07,238,165,607,40,83.50
1012,2020-08,195,239,607,40,83.50
1012,2020-09,62,0,583,40,83.50
1012,2020-10,150,150,607,40,83.50
1012,2020-11,135,135,607,40,83.50
1012,2020-12,117,117,607,40,83.50
1012,2021-01,160,185,607,40,83.50
1012,2021-02,126,101,607,40,83.50
1012,2021-03,84,172,607,40,83.50
1012,2021-04,187,203,607,40,83.50
1012,2021-05,104,0,583,40,83.50
1012,2021-06,135,150,607,40,83.50
1012,2021-07,103,179,607,40,83.50
1012,2021-08,149,182,607,40,83.50
1012,2021-09,220,160,607,40,83.50
1012,2021-10,222,273,607,40,83.50
1012,2021-11,251,136,607,40,83.50
1012,2021-12,51,162,607,40,83.50
1012,2022-01,111,61,607,40,83.50
1012,2022-02,160,158,607,40,83.50
1012,2022-03,59,0,583,40,83.50
1012,2022-04,0,207,607,40,83.50
1012,2022-05,189,149,607,40,83.50
1012,2022-06,132,181,607,40,83.50
1012,2022-07,266,94,607,40,83.50
1012,2022-08,147,206,607,40,83.50
1012,2022-09,68,112,607,40,83.50
1012,2022-10,226,256,607,40,83.50
1012,2022-11,199,131,607,40,83.50
1012,2022-12,184,91,607,40,83.50
1012,2023-01,211,298,607,40,83.50
1012,2023-02,212,183,607,40,83.50
1012,2023-03,163,89,607,40,83.50
1012,2023-04,65,100,607,40,83.50
1012,2023-05,97,96,607,40,83.50
1012,2023-06,189,231,607,40,83.50
1012,2023-07,128,52,607,40,83.50
1012,2023-08,87,87,607,40,83.50
1012,2023-09,111,111,607,40,83.50
1012,2023-10,72,86,607,40,83.50
1012,2023-11,158,269,607,40,83.50
1012,2023-12,204,151,607,40,83.50
1012,2024-01,215,143,607,40,83.50
1012,2024-02,245,298,607,40,83.50
1012,2024-03,134,146,607,40,83.50
1012,2024-04,202,231,607,40,83.50
1012,2024-05,94,0,583,40,83.50
1012,2024-06,27,56,607,40,83.50
1012,2024-07,191,165,607,40,83.50
1012,2024-08,139,136,607,40,83.50
1012,2024-09,36,36,607,40,83.50
1012,2024-10,55,55,607,40,83.50
1012,2024-12,158,158,607,40,83.50
1012,2025-01,98,243,607,40,83.50
1012,2025-02,130,193,607,40,83.50
1012,2025-03,249,88,607,40,83.50
1012,2025-04,47,0,583,40,83.50
1012,2025-05,114,152,607,40,83.50
1012,2025-06,187,262,607,40,83.50
1012,2025-07,276,261,607,40,83.50
1012,2025-08,227,221,607,40,83.50
1012,2025-09,132,40,607,40,83.50
1012,2025-10,24,156,607,40,83.50
1013,2018-01,214,0,437,38,46.71
1013,2018-02,229,214,455,38,46.71
1013,2018-03,148,108,455,38,46.71
1013,2018-04,52,52,455,38,46.71
1013,2018-05,134,212,455,38,46.71
1013,2018-06,245,340,455,38,46.71
1013,2018-07,148,205,455,38,46.71
1013,2018-08,219,45,455,38,46.71
1013,2018-09,181,190,455,38,46.71
1013,2018-10,114,49,455,38,46.71
1013,2018-11,110,200,455,38,46.71
1013,2018-12,170,112,455,38,46.71
1013,2019-01,253,221,455,38,46.71
1013,2019-02,101,146,455,38,46.71
1013,2019-03,91,46,455,38,46.71
1013,2019-04,49,49,455,38,46.71
1013,2019-05,191,194,455,38,46.71
1013,2019-06,3,0,437,38,46.71
1013,2019-07,81,81,455,38,46.71
1013,2019-08,95,238,455,38,46.71
1013,2019-09,243,216,455,38,46.71
1013,2019-10,270,168,455,38,46.71
1013,2019-11,201,209,455,38,46.71
1013,2019-12,71,49,455,38,46.71
1013,2020-01,156,220,455,38,46.71
1013,2020-02,180,271,455,38,46.71
1013,2020-03,253,233,455,38,46.71
1013,2020-04,265,140,455,38,46.71
1013,2020-05,65,168,455,38,46.71
1013,2020-06,192,96,455,38,46.71
1013,2020-07,63,115,455,38,46.71
1013,2020-08,116,47,455,38,46.71
1013,2020-09,13,30,455,38,46.71
1013,2020-10,226,293,455,38,46.71
1013,2020-11,184,100,455,38,46.71
1013,2020-12,49,49,455,38,46.71
1013,2021-01,189,339,455,38,46.71
1013,2021-02,150,56,455,38,46.71
1013,2021-03,93,37,455,38,46.71
1013,2021-04,83,302,455,38,46.71
1013,2021-05,220,209,455,38,46.71
1013,2021-06,154,86,455,38,46.71
1013,2021-07,263,300,455,38,46.71
1013,2021-08,157,109,455,38,46.71
1013,2021-09,269,291,455,38,46.71
1013,2021-10,143,157,455,38,46.71
1013,2021-11,180,160,455,38,46.71
1013,2021-12,289,144,455,38,46.71
1013,2022-01,179,187,455,38,46.71
1013,2022-02,46,58,455,38,46.71
1013,2022-03,105,85,455,38,46.71
1013,2022-04,114,185,455,38,46.71
1013,2022-05,168,97,455,38,46.71
1013,2022-06,145,303,455,38,46.71
1013,2022-07,191,185,455,38,46.71
1013,2022-08,127,148,455,38,46.71
1013,2022-09,180,152,455,38,46.71
1013,2022-10,258,191,455,38,46.71
1013,2022-11,154,277,455,38,46.71
1013,2022-12,193,104,455,38,46.71
1013,2023-01,318,305,455,38,46.71
1013,2023-02,168,109,455,38,46.71
1013,2023-03,125,203,455,38,46.71
1013,2023-04,227,149,455,38,46.71
1013,2023-05,40,0,437,38,46.71
1013,2023-06,35,108,455,38,46.71
1013,2023-07,136,92,455,38,46.71
1013,2023-08,195,206,455,38,46.71
1013,2023-09,219,229,455,38,46.71
1013,2023-10,120,98,455,38,46.71
1013,2023-11,215,209,455,38,46.71
1013,2023-12,224,206,455,38,46.71
1013,2024-01,18,91,455,38,46.71
1013,2024-02,172,145,455,38,46.71
1013,2024-03,134,231,455,38,46.71
1013,2024-04,165,243,455,38,46.71
1013,2024-05,215,181,455,38,46.71
1013,2024-06,182,247,455,38,46.71
1013,2024-07,193,0,437,38,46.71
1013,2024-08,101,107,455,38,46.71
1013,2024-09,69,0,437,38,46.71
1013,2024-10,66,147,455,38,46.71
1013,2024-11,227,154,455,38,46.71
1013,2024-12,57,49,455,38,46.71
1013,2025-01,138,206,455,38,46.71
1013,2025-02,90,48,455,38,46.71
1013,2025-03,183,157,455,38,46.71
1013,2025-04,50,50,455,38,46.71
1013,2025-05,93,108,455,38,46.71
1013,2025-06,179,164,455,38,46.71
1013,2025-07,202,252,455,38,46.71
1013,2025-08,137,134,455,38,46.71
1013,2025-09,233,196,455,38,46.71
1013,2025-10,165,170,455,38,46.71
1014,2018-01,323,46,250,46,45.10
1014,2018-02,107,107,250,46,45.10
1014,2018-03,144,201,250,46,45.10
1014,2018-04,144,87,250,46,45.10
1014,2018-05,179,218,250,46,45.10
1014,2018-06,95,56,250,46,45.10
1014,2018-07,150,263,250,46,45.10
1014,2018-08,136,57,250,46,45.10
1014,2018-09,165,168,250,46,45.10
1014,2018-10,184,249,250,46,45.10
1014,2018-11,213,157,250,46,45.10
1014,2018-12,127,156,250,46,45.10
1014,2019-01,128,53,250,46,45.10
1014,2019-02,34,34,250,46,45.10
1014,2019-03,96,96,250,46,45.10
1014,2019-04,60,164,250,46,45.10
1014,2019-05,230,238,250,46,45.10
1014,2019-06,141,105,250,46,45.10
1014,2019-07,239,240,250,46,45.10
1014,2019-08,197,197,250,46,45.10
1014,2019-09,233,301,250,46,45.10
1014,2019-10,211,98,250,46,45.10
1014,2019-11,140,194,250,46,45.10
1014,2019-12,204,164,250,46,45.10
1014,2020-01,139,134,250,46,45.10
1014,2020-02,279,238,250,46,45.10
1014,2020-03,190,200,250,46,45.10
1014,2020-04,166,295,250,46,45.10
1014,2020-05,153,105,250,46,45.10
1014,2020-06,201,333,250,46,45.10
1014,2020-07,261,38,250,46,45.10
1014,2020-08,162,320,250,46,45.10
1014,2020-09,167,42,250,46,45.10
1014,2020-10,188,155,250,46,45.10
1014,2020-11,102,102,250,46,45.10
1014,2020-12,44,102,250,46,45.10
1014,2021-01,215,236,250,46,45.10
1014,2021-02,153,135,250,46,45.10
1014,2021-03,214,153,250,46,45.10
1014,2021-04,184,184,250,46,45.10
1014,2021-05,49,49,250,46,45.10
1014,2021-06,176,425,250,46,45.10
1014,2021-07,182,157,250,46,45.10
1014,2021-08,242,98,250,46,45.10
1014,2021-09,236,308,250,46,45.10
1014,2021-10,189,143,250,46,45.10
1014,2021-11,248,248,250,46,45.10
1014,2021-12,244,166,250,46,45.10
1014,2022-01,110,82,250,46,45.10
1014,2022-02,124,216,250,46,45.10
1014,2022-03,144,52,250,46,45.10
1014,2022-04,134,149,250,46,45.10
1014,2022-05,152,186,250,46,45.10
1014,2022-06,209,160,250,46,45.10
1014,2022-07,142,142,250,46,45.10
1014,2022-08,186,206,250,46,45.10
1014,2022-09,212,205,250,46,45.10
1014,2022-10,152,203,250,46,45.10
1014,2022-11,156,190,250,46,45.10
1014,2022-12,175,96,250,46,45.10
1014,2023-01,139,156,250,46,45.10
1014,2023-02,133,97,250,46,45.10
1014,2023-03,128,157,250,46,45.10
1014,2023-04,185,156,250,46,45.10
1014,2023-05,62,105,250,46,45.10
1014,2023-06,97,111,250,46,45.10
1014,2023-07,96,109,250,46,45.10
1014,2023-08,172,166,250,46,45.10
1014,2023-09,203,204,250,46,45.10
1014,2023-10,195,299,250,46,45.10
1014,2023-11,205,99,250,46,45.10
1014,2023-12,207,144,250,46,45.10
1014,2024-01,95,114,250,46,45.10
1014,2024-02,65,46,250,46,45.10
1014,2024-03,118,140,250,46,45.10
1014,2024-04,117,95,250,46,45.10
1014,2024-05,179,282,250,46,45.10
1014,2024-06,210,257,250,46,45.10
1014,2024-07,222,95,250,46,45.10
1014,2024-08,80,93,250,46,45.10
1014,2024-09,148,117,250,46,45.10
1014,2024-10,136,212,250,46,45.10
1014,2024-11,184,103,250,46,45.10
