id_movimiento,id_material,id_usuario,fecha,tipo_movimiento,cantidad,stock_resultante,observaciones,tipo,stock_minimo,ubicacion
38981,1034,1000,21/02/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
8901,1034,1000,21/02/2020,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
38980,1034,1001,23/02/2020,Salida,30,792,"Salida simulada",HFC,35,Almacen 2
38979,1034,1001,26/02/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38978,1034,1001,27/02/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
8900,1034,1000,27/02/2020,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38977,1034,1001,01/03/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38976,1034,1001,02/03/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
5095,1034,1001,04/03/2020,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38975,1034,1001,05/03/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5094,1034,1001,06/03/2020,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
38974,1034,1001,11/03/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38973,1034,1000,12/03/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
5093,1034,1001,14/03/2020,Entrada,39,812,"Ingreso simulado",HFC,35,Almacen 2
38972,1034,1000,14/03/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38971,1034,1001,15/03/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38970,1034,1001,16/03/2020,Salida,11,792,"Salida simulada",HFC,35,Almacen 2
38969,1034,1000,17/03/2020,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38968,1034,1001,18/03/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38967,1034,1001,19/03/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
5092,1034,1001,19/03/2020,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38966,1034,1000,21/03/2020,Salida,9,792,"Salida simulada",HFC,35,Almacen 2
38965,1034,1001,23/03/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38964,1034,1001,24/03/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5091,1034,1001,24/03/2020,Entrada,69,812,"Ingreso simulado",HFC,35,Almacen 2
38963,1034,1000,26/03/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38962,1034,1000,27/03/2020,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38961,1034,1001,31/03/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38960,1034,1000,03/04/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5090,1034,1001,04/04/2020,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
38959,1034,1001,04/04/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38958,1034,1001,07/04/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38957,1034,1001,11/04/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38956,1034,1001,12/04/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38955,1034,1000,17/04/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38954,1034,1001,18/04/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38953,1034,1001,19/04/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38952,1034,1000,22/04/2020,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38951,1034,1001,23/04/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38950,1034,1001,24/04/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38949,1034,1000,25/04/2020,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38948,1034,1000,29/04/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38947,1034,1000,30/04/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38946,1034,1001,01/05/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38945,1034,1000,03/05/2020,Salida,8,792,"Salida simulada",HFC,35,Almacen 2
5089,1034,1001,12/05/2020,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
38944,1034,1000,15/05/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
5088,1034,1001,15/05/2020,Entrada,46,812,"Ingreso simulado",HFC,35,Almacen 2
38943,1034,1000,16/05/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38942,1034,1001,20/05/2020,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
38941,1034,1001,22/05/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38940,1034,1001,25/05/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38939,1034,1000,28/05/2020,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
38938,1034,1001,02/06/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
5087,1034,1001,02/06/2020,Entrada,43,812,"Ingreso simulado",HFC,35,Almacen 2
38937,1034,1000,03/06/2020,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38936,1034,1000,04/06/2020,Salida,4,792,"Salida simulada",HFC,35,Almacen 2
5086,1034,1001,05/06/2020,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
38935,1034,1001,06/06/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38934,1034,1001,09/06/2020,Salida,29,792,"Salida simulada",HFC,35,Almacen 2
5085,1034,1001,09/06/2020,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
38933,1034,1000,12/06/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5084,1034,1001,13/06/2020,Entrada,58,812,"Ingreso simulado",HFC,35,Almacen 2
38932,1034,1001,15/06/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38931,1034,1001,17/06/2020,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38930,1034,1001,19/06/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38929,1034,1001,22/06/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38928,1034,1001,25/06/2020,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
5083,1034,1000,30/06/2020,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
38927,1034,1001,09/07/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38926,1034,1000,12/07/2020,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
5082,1034,1000,16/07/2020,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
38925,1034,1001,16/07/2020,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
38924,1034,1000,17/07/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
5081,1034,1000,19/07/2020,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
38923,1034,1000,20/07/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38922,1034,1001,21/07/2020,Salida,10,792,"Salida simulada",HFC,35,Almacen 2
5080,1034,1000,30/07/2020,Entrada,72,812,"Ingreso simulado",HFC,35,Almacen 2
38921,1034,1001,01/08/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
5079,1034,1001,05/08/2020,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
5078,1034,1001,06/08/2020,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
5077,1034,1001,07/08/2020,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
5076,1034,1000,09/08/2020,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38920,1034,1001,10/08/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38919,1034,1001,13/08/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38918,1034,1000,17/08/2020,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
5075,1034,1001,18/08/2020,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
5074,1034,1000,19/08/2020,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
38917,1034,1001,19/08/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38916,1034,1001,24/08/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38915,1034,1000,26/08/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38914,1034,1000,29/08/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38913,1034,1000,30/08/2020,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38912,1034,1001,03/09/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
5073,1034,1000,05/09/2020,Entrada,46,812,"Ingreso simulado",HFC,35,Almacen 2
38911,1034,1001,05/09/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38910,1034,1000,06/09/2020,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
5072,1034,1000,07/09/2020,Entrada,39,812,"Ingreso simulado",HFC,35,Almacen 2
38909,1034,1000,10/09/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38908,1034,1001,13/09/2020,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
5071,1034,1000,14/09/2020,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38907,1034,1001,20/09/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38906,1034,1000,21/09/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38905,1034,1000,23/09/2020,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
38904,1034,1000,25/09/2020,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
5070,1034,1000,25/09/2020,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
5069,1034,1001,27/09/2020,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
5068,1034,1001,28/09/2020,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
5067,1034,1001,02/10/2020,Entrada,39,812,"Ingreso simulado",HFC,35,Almacen 2
38903,1034,1001,05/10/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38902,1034,1000,07/10/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38901,1034,1001,08/10/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38900,1034,1000,09/10/2020,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38899,1034,1000,15/10/2020,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
38898,1034,1001,17/10/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38897,1034,1000,19/10/2020,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38896,1034,1000,20/10/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38895,1034,1001,21/10/2020,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
38894,1034,1000,26/10/2020,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
38893,1034,1000,03/11/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
5066,1034,1001,03/11/2020,Entrada,46,812,"Ingreso simulado",HFC,35,Almacen 2
38892,1034,1001,04/11/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38891,1034,1000,08/11/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38890,1034,1001,11/11/2020,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
38889,1034,1001,14/11/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38888,1034,1001,15/11/2020,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
5065,1034,1001,17/11/2020,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
38887,1034,1001,19/11/2020,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38886,1034,1001,25/11/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38885,1034,1001,26/11/2020,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
38884,1034,1000,27/11/2020,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38883,1034,1000,28/11/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38882,1034,1001,02/12/2020,Salida,35,792,"Salida simulada",HFC,35,Almacen 2
5064,1034,1001,02/12/2020,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
5063,1034,1000,09/12/2020,Entrada,47,812,"Ingreso simulado",HFC,35,Almacen 2
5062,1034,1000,10/12/2020,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38881,1034,1000,13/12/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38880,1034,1001,17/12/2020,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38879,1034,1000,18/12/2020,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38878,1034,1001,23/12/2020,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38877,1034,1000,24/12/2020,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38876,1034,1001,30/12/2020,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38875,1034,1001,05/01/2021,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
5061,1034,1000,07/01/2021,Entrada,63,812,"Ingreso simulado",HFC,35,Almacen 2
38874,1034,1000,13/01/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
5060,1034,1000,14/01/2021,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38873,1034,1000,16/01/2021,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
38872,1034,1001,17/01/2021,Salida,38,792,"Salida simulada",HFC,35,Almacen 2
5059,1034,1001,19/01/2021,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38871,1034,1000,22/01/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38870,1034,1001,27/01/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38869,1034,1001,28/01/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38868,1034,1001,29/01/2021,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
5058,1034,1001,29/01/2021,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38867,1034,1001,31/01/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38866,1034,1000,07/02/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
5057,1034,1000,08/02/2021,Entrada,37,812,"Ingreso simulado",HFC,35,Almacen 2
38865,1034,1001,09/02/2021,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
5056,1034,1001,10/02/2021,Entrada,43,812,"Ingreso simulado",HFC,35,Almacen 2
38864,1034,1001,16/02/2021,Salida,10,792,"Salida simulada",HFC,35,Almacen 2
38863,1034,1000,17/02/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38862,1034,1001,18/02/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
5055,1034,1000,18/02/2021,Entrada,58,812,"Ingreso simulado",HFC,35,Almacen 2
38861,1034,1001,21/02/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
5054,1034,1000,23/02/2021,Entrada,46,812,"Ingreso simulado",HFC,35,Almacen 2
38860,1034,1001,25/02/2021,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38859,1034,1000,26/02/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
5053,1034,1000,26/02/2021,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
5052,1034,1000,27/02/2021,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38858,1034,1001,01/03/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38857,1034,1001,02/03/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5051,1034,1000,02/03/2021,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38856,1034,1001,03/03/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38855,1034,1001,07/03/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38854,1034,1000,09/03/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38853,1034,1001,10/03/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38852,1034,1001,12/03/2021,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
38851,1034,1001,15/03/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38850,1034,1001,16/03/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38849,1034,1000,18/03/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38848,1034,1000,19/03/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38847,1034,1001,23/03/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38846,1034,1001,29/03/2021,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
5050,1034,1000,29/03/2021,Entrada,41,812,"Ingreso simulado",HFC,35,Almacen 2
38845,1034,1001,02/04/2021,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
5049,1034,1000,03/04/2021,Entrada,62,812,"Ingreso simulado",HFC,35,Almacen 2
38844,1034,1000,04/04/2021,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38843,1034,1000,06/04/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5048,1034,1001,06/04/2021,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
38842,1034,1001,12/04/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38841,1034,1001,19/04/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
5047,1034,1001,21/04/2021,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38840,1034,1001,23/04/2021,Salida,34,792,"Salida simulada",HFC,35,Almacen 2
38839,1034,1000,24/04/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38838,1034,1001,27/04/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38837,1034,1000,28/04/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
5046,1034,1001,29/04/2021,Entrada,57,812,"Ingreso simulado",HFC,35,Almacen 2
38836,1034,1000,29/04/2021,Salida,9,792,"Salida simulada",HFC,35,Almacen 2
5045,1034,1001,01/05/2021,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
38835,1034,1000,05/05/2021,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
38834,1034,1000,09/05/2021,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38833,1034,1000,12/05/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38832,1034,1000,14/05/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5044,1034,1000,21/05/2021,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
38831,1034,1000,26/05/2021,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38830,1034,1001,27/05/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38829,1034,1000,29/05/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
5043,1034,1001,29/05/2021,Entrada,52,812,"Ingreso simulado",HFC,35,Almacen 2
38828,1034,1000,30/05/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
5042,1034,1001,31/05/2021,Entrada,56,812,"Ingreso simulado",HFC,35,Almacen 2
38827,1034,1001,31/05/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38826,1034,1000,05/06/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38825,1034,1001,06/06/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38824,1034,1001,07/06/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38823,1034,1001,08/06/2021,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
5041,1034,1001,10/06/2021,Entrada,41,812,"Ingreso simulado",HFC,35,Almacen 2
38822,1034,1001,10/06/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38821,1034,1000,11/06/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5040,1034,1000,16/06/2021,Entrada,37,812,"Ingreso simulado",HFC,35,Almacen 2
5039,1034,1000,19/06/2021,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
5038,1034,1000,21/06/2021,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
5037,1034,1001,23/06/2021,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
38820,1034,1000,25/06/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5036,1034,1001,25/06/2021,Entrada,53,812,"Ingreso simulado",HFC,35,Almacen 2
5035,1034,1000,26/06/2021,Entrada,57,812,"Ingreso simulado",HFC,35,Almacen 2
38819,1034,1001,27/06/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38818,1034,1001,29/06/2021,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38817,1034,1000,04/07/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38816,1034,1000,07/07/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38815,1034,1000,08/07/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38814,1034,1000,14/07/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5034,1034,1000,17/07/2021,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38813,1034,1001,18/07/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5033,1034,1000,18/07/2021,Entrada,45,812,"Ingreso simulado",HFC,35,Almacen 2
38812,1034,1000,21/07/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38811,1034,1001,26/07/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
38810,1034,1001,28/07/2021,Salida,13,792,"Salida simulada",HFC,35,Almacen 2
38809,1034,1001,29/07/2021,Salida,12,792,"Salida simulada",HFC,35,Almacen 2
5032,1034,1001,01/08/2021,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
38808,1034,1000,01/08/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38807,1034,1000,10/08/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38806,1034,1001,14/08/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38805,1034,1000,16/08/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38804,1034,1001,18/08/2021,Salida,31,792,"Salida simulada",HFC,35,Almacen 2
5031,1034,1001,18/08/2021,Entrada,54,812,"Ingreso simulado",HFC,35,Almacen 2
38803,1034,1000,19/08/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38802,1034,1000,21/08/2021,Salida,28,792,"Salida simulada",HFC,35,Almacen 2
38801,1034,1000,24/08/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38800,1034,1001,28/08/2021,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
5030,1034,1001,30/08/2021,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
5029,1034,1001,31/08/2021,Entrada,43,812,"Ingreso simulado",HFC,35,Almacen 2
38799,1034,1001,03/09/2021,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
5028,1034,1001,04/09/2021,Entrada,58,812,"Ingreso simulado",HFC,35,Almacen 2
38798,1034,1000,05/09/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38797,1034,1001,06/09/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
5027,1034,1001,06/09/2021,Entrada,57,812,"Ingreso simulado",HFC,35,Almacen 2
38796,1034,1000,07/09/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
5026,1034,1000,08/09/2021,Entrada,38,812,"Ingreso simulado",HFC,35,Almacen 2
5025,1034,1001,11/09/2021,Entrada,56,812,"Ingreso simulado",HFC,35,Almacen 2
38795,1034,1000,14/09/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38794,1034,1001,16/09/2021,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
38793,1034,1000,21/09/2021,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
5024,1034,1000,23/09/2021,Entrada,44,812,"Ingreso simulado",HFC,35,Almacen 2
38792,1034,1001,26/09/2021,Salida,24,792,"Salida simulada",HFC,35,Almacen 2
5023,1034,1000,27/09/2021,Entrada,42,812,"Ingreso simulado",HFC,35,Almacen 2
38791,1034,1000,29/09/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
5022,1034,1000,30/09/2021,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
38790,1034,1001,30/09/2021,Salida,29,792,"Salida simulada",HFC,35,Almacen 2
38789,1034,1001,07/10/2021,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
38788,1034,1000,09/10/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38787,1034,1001,11/10/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
38786,1034,1000,16/10/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
38785,1034,1001,17/10/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
5021,1034,1000,18/10/2021,Entrada,48,812,"Ingreso simulado",HFC,35,Almacen 2
38784,1034,1000,19/10/2021,Salida,30,792,"Salida simulada",HFC,35,Almacen 2
5020,1034,1001,21/10/2021,Entrada,50,812,"Ingreso simulado",HFC,35,Almacen 2
38783,1034,1001,22/10/2021,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
5019,1034,1000,24/10/2021,Entrada,59,812,"Ingreso simulado",HFC,35,Almacen 2
38782,1034,1001,24/10/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
5018,1034,1001,28/10/2021,Entrada,37,812,"Ingreso simulado",HFC,35,Almacen 2
38781,1034,1000,29/10/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38780,1034,1000,30/10/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38779,1034,1001,01/11/2021,Salida,14,792,"Salida simulada",HFC,35,Almacen 2
38778,1034,1001,02/11/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38777,1034,1001,03/11/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38776,1034,1001,06/11/2021,Salida,15,792,"Salida simulada",HFC,35,Almacen 2
38775,1034,1000,07/11/2021,Salida,27,792,"Salida simulada",HFC,35,Almacen 2
38774,1034,1001,10/11/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38773,1034,1000,14/11/2021,Salida,25,792,"Salida simulada",HFC,35,Almacen 2
38772,1034,1001,18/11/2021,Salida,16,792,"Salida simulada",HFC,35,Almacen 2
38771,1034,1001,19/11/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
5017,1034,1001,19/11/2021,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
38770,1034,1000,20/11/2021,Salida,23,792,"Salida simulada",HFC,35,Almacen 2
5016,1034,1000,21/11/2021,Entrada,49,812,"Ingreso simulado",HFC,35,Almacen 2
5015,1034,1001,25/11/2021,Entrada,55,812,"Ingreso simulado",HFC,35,Almacen 2
38769,1034,1001,26/11/2021,Salida,19,792,"Salida simulada",HFC,35,Almacen 2
38768,1034,1001,28/11/2021,Salida,26,792,"Salida simulada",HFC,35,Almacen 2
38767,1034,1000,30/11/2021,Salida,21,792,"Salida simulada",HFC,35,Almacen 2
38766,1034,1000,02/12/2021,Salida,20,792,"Salida simulada",HFC,35,Almacen 2
38765,1034,1001,03/12/2021,Salida,32,792,"Salida simulada",HFC,35,Almacen 2
38764,1034,1000,06/12/2021,Salida,22,792,"Salida simulada",HFC,35,Almacen 2
5014,1034,1000,08/12/2021,Entrada,51,812,"Ingreso simulado",HFC,35,Almacen 2
38763,1034,1000,10/12/2021,Salida,18,792,"Salida simulada",HFC,35,Almacen 2
38762,1034,1000,17/12/2021,Salida,17,792,"Salida simulada",HFC,35,Almacen 2
